year,ref_date,variable,value,area_name,full_area_name,area_level,country_name,grouping,record_created,record_updated,source_org,source_title,source_pub_date,frequency,source_link,notes
1993,31/03/1993,population,3564400,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
1994,31/03/1994,population,3611500,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
1995,31/03/1995,population,3663700,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
1996,31/03/1996,population,3723400,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
1997,31/03/1997,population,3775200,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
1998,31/03/1998,population,3811200,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
1999,31/03/1999,population,3833000,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
2000,31/03/2000,population,3855900,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
2001,31/03/2001,population,3876200,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
2002,31/03/2002,population,3935700,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,Calculated by extrapolating from Census estimates
2003,31/03/2003,population,4013300,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2004,31/03/2004,population,4078700,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2005,31/03/2005,population,4126600,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2006,31/03/2006,population,4176100,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2007,31/03/2007,population,4219400,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2008,31/03/2008,population,4255600,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2009,31/03/2009,population,4293500,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2010,31/03/2010,population,4345700,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2011,31/03/2011,population,4382500,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2012,31/03/2012,population,4406500,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2013,31/03/2013,population,4436000,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2014,31/03/2014,population,4501100,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2015,31/03/2015,population,4591900,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2016,31/03/2016,population,4695000,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2017,31/03/2017,population,4796700,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2018,31/03/2018,population,4886100,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2019,31/03/2019,population,4965300,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,18/02/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2020,31/03/2020,population,5082800,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,28/12/2021,Stats NZ,Estimated population of NZ,16/11/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
2021,31/03/2021,population,5112000,New Zealand,New Zealand,country,New Zealand,Anglophone,09/04/2021,09/04/2021,Stats NZ,Estimated population of NZ,16/11/2021,Quarterly,https://www.stats.govt.nz/indicators/population-of-nz,
1970,,dwellings,2169020,Switzerland,Switzerland,country,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,"Eidgenössische Volkszählung 2000: Gebäude, Wohnungen und Wohnverhältnisse",15/09/2004,10 years,https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.341613.html,
1980,,dwellings,2700938,Switzerland,Switzerland,country,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,"Eidgenössische Volkszählung 2000: Gebäude, Wohnungen und Wohnverhältnisse",15/09/2004,10 years,https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.341613.html,
1990,,dwellings,3159977,Switzerland,Switzerland,country,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,Anzahl Wohnungen in der Schweiz,07/10/2021,10 years,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.17944162.html,
2000,31/12/2000,dwellings,3569181,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,16/04/2022,Federal Statistical Office,Anzahl Wohnungen in der Schweiz,07/10/2021,10 years,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.17944162.html,
2009,31/12/2009,dwellings,4008351,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2010,31/12/2010,dwellings,4079060,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2011,31/12/2011,dwellings,4131342,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2012,31/12/2012,dwellings,4177521,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2013,31/12/2013,dwellings,4234906,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2014,31/12/2014,dwellings,4289428,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2015,31/12/2015,dwellings,4351846,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2016,31/12/2016,dwellings,4420829,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2017,31/12/2017,dwellings,4469498,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2018,31/12/2018,dwellings,4528902,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2019,31/12/2019,dwellings,4582272,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2020,31/12/2020,dwellings,4637174,Switzerland,Switzerland,country,Switzerland,Central/North Europe,19/12/2021,19/12/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",07/10/2021,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
1990,,dwellings,526975,Zürich,Zürich,city-region,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,"Gebäude, Wohnungen und Bevölkerung ausserhalb der Bauzone",20/01/2006,10 years,https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.342650.html,
2000,,dwellings,598929,Zürich,Zürich,city-region,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,"Eidgenössische Volkszählung 2000: Gebäude, Wohnungen und Wohnverhältnisse",15/09/2004,10 years,https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen.assetdetail.341613.html,
2009,31/12/2009,dwellings,664862,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2010,31/12/2010,dwellings,679610,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2011,31/12/2011,dwellings,687318,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2012,31/12/2012,dwellings,693922,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2013,31/12/2013,dwellings,703833,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2014,31/12/2014,dwellings,710964,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2015,31/12/2015,dwellings,721243,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2016,31/12/2016,dwellings,730413,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2017,31/12/2017,dwellings,737751,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2018,31/12/2018,dwellings,747453,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2019,31/12/2019,dwellings,756044,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",08/10/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
2020,31/12/2020,dwellings,764027,Zürich,Zürich,city-region,Switzerland,Central/North Europe,19/12/2021,19/12/2021,Federal Statistical Office,"Wohnungen nach Kanton, Gebäudekategorie, Anzahl Zimmer, Wohnungsfläche und Bauperiode ",07/10/2021,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bau-wohnungswesen/wohnungen.assetdetail.14707207.html,
1970,31/12/1970,population,6193064,Switzerland,Switzerland,country,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,"Bilanz der ständigen Wohnbevölkerung, 1861-2020",01/09/2021,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.18344355.html,Permanent and non-permanent residents
1980,31/12/1980,population,6335243,Switzerland,Switzerland,country,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,"Bilanz der ständigen Wohnbevölkerung, 1861-2020",01/09/2021,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.18344355.html,Permanent and non-permanent residents
1990,31/12/1990,population,6750693,Switzerland,Switzerland,country,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,Demografische Bilanz nach institutionellen Gliederungen,27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087721.html,Permanent and non-permanent residents
2000,31/12/2000,population,7164444,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,Demografische Bilanz nach institutionellen Gliederungen,27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087721.html,Permanent and non-permanent residents
2009,31/12/2009,population,7701856,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,Demografische Bilanz nach institutionellen Gliederungen,27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087721.html,Permanent and non-permanent residents
2010,31/12/2010,population,7940969,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,Permanent and non-permanent residents
2011,31/12/2011,population,8035391,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,Permanent and non-permanent residents
2012,31/12/2012,population,8123721,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,Permanent and non-permanent residents
2013,31/12/2013,population,8222327,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,Permanent and non-permanent residents
2014,31/12/2014,population,8324554,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2015,31/12/2015,population,8423612,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2016,31/12/2016,population,8497313,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2017,31/12/2017,population,8560151,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2018,31/12/2018,population,8620693,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2019,31/12/2019,population,8681911,Switzerland,Switzerland,country,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2020,31/12/2020,population,8729833,Switzerland,Switzerland,country,Switzerland,Central/North Europe,19/12/2021,19/12/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",18/10/2021,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
1990,31/12/1990,population,1150546,Zürich,Zürich,city-region,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,Demografische Bilanz nach institutionellen Gliederungen,27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087721.html,
2000,31/12/2000,population,1211647,Zürich,Zürich,city-region,Switzerland,Central/North Europe,16/04/2022,16/04/2022,Federal Statistical Office,Demografische Bilanz nach institutionellen Gliederungen,27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087721.html,
2009,31/12/2009,population,1332727,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,Demografische Bilanz nach institutionellen Gliederungen,27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087721.html,
2010,31/12/2010,population,1383940,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2011,31/12/2011,population,1405140,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2012,31/12/2012,population,1421453,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2013,31/12/2013,population,1438755,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2014,31/12/2014,population,1460079,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2015,31/12/2015,population,1482002,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
